txtno,portid,portdate,opening,high,low,closing,bid,offer,volume,valuess
"5993573","BBRI","2025-10-03","3710.000","3750.000","3680.000","3690.000","3690.000","3700.000","214737100","795307063000"
"5826268","BMRI","2025-01-02","5700.000","5850.000","5700.000","5850.000","5825.000","5850.000","82914600","480897372500"
"5826682","BMRI","2025-01-03","5850.000","5875.000","5775.000","5800.000","5775.000","5800.000","58067100","337112182500"
"5827538","BMRI","2025-01-06","5825.000","5825.000","5650.000","5675.000","5650.000","5675.000","68443700","389440370000"
"5828516","BMRI","2025-01-07","5600.000","5650.000","5550.000","5600.000","5575.000","5600.000","96982300","543013792500"
"5830088","BMRI","2025-01-08","5600.000","5750.000","5600.000","5750.000","5700.000","5750.000","118246100","670673450000"
"5830588","BMRI","2025-01-09","5725.000","5775.000","5700.000","5750.000","5725.000","5750.000","56491700","324072045000"
"5831249","BMRI","2025-01-10","5750.000","5775.000","5600.000","5600.000","5600.000","5625.000","77751500","440533002500"
"5832373","BMRI","2025-01-13","5500.000","5550.000","5475.000","5525.000","5500.000","5525.000","99953900","551275565000"
"5833203","BMRI","2025-01-14","5425.000","5575.000","5400.000","5400.000","5400.000","5425.000","97351900","530340610000"
"5834936","BMRI","2025-01-15","5475.000","5825.000","5450.000","5750.000","5750.000","5775.000","194025700","1095199012500"
"5835815","BMRI","2025-01-16","6075.000","6200.000","5850.000","5875.000","5875.000","5900.000","204359900","1217547700000"
"5836557","BMRI","2025-01-17","5800.000","6050.000","5750.000","5875.000","5875.000","5900.000","114054600","673595415000"
"5837709","BMRI","2025-01-20","6000.000","6050.000","5925.000","6000.000","6000.000","6025.000","84338400","506421722500"
"5838601","BMRI","2025-01-21","6100.000","6175.000","6025.000","6050.000","6050.000","6075.000","115355900","703782640000"
"5839614","BMRI","2025-01-22","6150.000","6200.000","6100.000","6150.000","6150.000","6175.000","117929800","726501277500"
"5840474","BMRI","2025-01-23","6200.000","6300.000","6175.000","6175.000","6175.000","6200.000","120893700","754306920000"
"5841011","BMRI","2025-01-24","6250.000","6250.000","6125.000","6125.000","6125.000","6150.000","96161800","593532265000"
"5842075","BMRI","2025-01-30","6100.000","6225.000","6075.000","6100.000","6100.000","6125.000","101400400","620591520000"
"5842808","BMRI","2025-01-31","6175.000","6225.000","6025.000","6025.000","6025.000","6075.000","107861000","659867720000"
"5843711","BMRI","2025-02-03","5975.000","6000.000","5700.000","5800.000","5775.000","5800.000","182181700","1056212930000"
"5844643","BMRI","2025-02-04","5825.000","5850.000","5625.000","5675.000","5675.000","5700.000","121871500","696530082500"
"5845597","BMRI","2025-02-05","5600.000","5600.000","5475.000","5525.000","5500.000","5525.000","185656000","1028838670000"
"5846483","BMRI","2025-02-06","5425.000","5425.000","5000.000","5100.000","5100.000","5125.000","642118700","3312420560000"
"5848230","BMRI","2025-02-07","5000.000","5150.000","4950.000","5150.000","5125.000","5150.000","407896100","2062051050500"
"5848515","BMRI","2025-02-10","5150.000","5150.000","4990.000","5000.000","4990.000","5000.000","169384300","852553987000"
"5849549","BMRI","2025-02-11","4750.000","4950.000","4750.000","4880.000","4870.000","4880.000","316743200","1539982137000"
"5850975","BMRI","2025-02-12","4920.000","4950.000","4830.000","4940.000","4930.000","4940.000","225073300","1102815825000"
"5852013","BMRI","2025-02-13","4940.000","5075.000","4900.000","5025.000","5025.000","5050.000","215271400","1073963791000"
"5852995","BMRI","2025-02-14","5100.000","5200.000","4970.000","5125.000","5125.000","5150.000","239709300","1218760035500"
"5854028","BMRI","2025-02-17","5200.000","5475.000","5175.000","5425.000","5400.000","5425.000","223837300","1200235375000"
"5854708","BMRI","2025-02-18","5450.000","5550.000","5375.000","5450.000","5425.000","5450.000","157430200","860074737500"
"5855095","BMRI","2025-02-19","5375.000","5400.000","5125.000","5175.000","5150.000","5175.000","204335500","1068251360000"
"5856357","BMRI","2025-02-20","5125.000","5225.000","5100.000","5150.000","5125.000","5150.000","98363500","506277212500"
"5857142","BMRI","2025-02-21","5000.000","5100.000","5000.000","5075.000","5050.000","5075.000","152528600","770643470000"
"5858202","BMRI","2025-02-24","5050.000","5075.000","4980.000","5025.000","5000.000","5025.000","127578500","640878137000"
"5859088","BMRI","2025-02-25","5000.000","5025.000","4860.000","4870.000","4860.000","4870.000","224607800","1103740533000"
"5860618","BMRI","2025-02-26","4860.000","4980.000","4850.000","4920.000","4920.000","4930.000","161836900","794189097000"
"5860860","BMRI","2025-02-27","4930.000","4950.000","4660.000","4660.000","4660.000","4670.000","334919800","1589755555000"
"5862250","BMRI","2025-02-28","4620.000","4690.000","4550.000","4600.000","4590.000","4600.000","464696700","2139854584000"
"5863574","BMRI","2025-03-03","4750.000","4980.000","4700.000","4900.000","4900.000","4910.000","257118300","1250122598000"
"5864058","BMRI","2025-03-04","4900.000","4920.000","4750.000","4840.000","4840.000","4850.000","144346500","698093857000"
"5865141","BMRI","2025-03-05","4860.000","5050.000","4860.000","4860.000","4860.000","4870.000","252222800","1245807885500"
"5866099","BMRI","2025-03-06","4910.000","4980.000","4870.000","4870.000","4870.000","4880.000","194909200","959287163000"
"5866765","BMRI","2025-03-07","4870.000","4870.000","4810.000","4840.000","4830.000","4840.000","117916600","570806151000"
"5867633","BMRI","2025-03-10","4730.000","4760.000","4660.000","4710.000","4700.000","4710.000","231152200","1086888242000"
"5869227","BMRI","2025-03-11","4650.000","4780.000","4640.000","4740.000","4740.000","4750.000","150738100","712367801000"
"5870260","BMRI","2025-03-12","4750.000","4880.000","4750.000","4880.000","4880.000","4890.000","129973900","628632808000"
"5870456","BMRI","2025-03-13","4940.000","4940.000","4710.000","4740.000","4740.000","4750.000","176286000","841886556000"
"5871854","BMRI","2025-03-14","4640.000","4800.000","4640.000","4740.000","4730.000","4740.000","154331400","728308136000"
"5872475","BMRI","2025-03-17","4740.000","4770.000","4660.000","4680.000","4680.000","4690.000","135692800","637533882000"
"5873520","BMRI","2025-03-18","4680.000","4690.000","4300.000","4530.000","4530.000","4540.000","387565100","1746003503000"
"5875025","BMRI","2025-03-19","4530.000","4700.000","4440.000","4680.000","4670.000","4680.000","273084900","1251259786000"
"5875345","BMRI","2025-03-20","4760.000","4770.000","4610.000","4620.000","4620.000","4630.000","138209700","644267207000"
"5876240","BMRI","2025-03-21","4600.000","4610.000","4380.000","4410.000","4410.000","4420.000","374396400","1659767318000"
"5877928","BMRI","2025-03-24","4350.000","4530.000","4250.000","4460.000","4460.000","4470.000","319017400","1408805831000"
"5878942","BMRI","2025-03-25","4500.000","4810.000","4500.000","4740.000","4740.000","4750.000","313034100","1458957000000"
"5879893","BMRI","2025-03-26","4980.000","5175.000","4930.000","5150.000","5150.000","5175.000","582172700","2959908747500"
"5880600","BMRI","2025-03-27","5150.000","5250.000","5050.000","5200.000","5200.000","5225.000","301025300","1564158722500"
"5881062","BMRI","2025-04-08","4500.000","4830.000","4500.000","4670.000","4670.000","4680.000","738455000","3460258469000"
"5882559","BMRI","2025-04-09","4630.000","4790.000","4630.000","4710.000","4710.000","4720.000","316821100","1498828111000"
"5883629","BMRI","2025-04-10","5200.000","5225.000","4970.000","5025.000","5025.000","5050.000","559966600","2833017739000"
"5884518","BMRI","2025-04-11","5000.000","5175.000","4950.000","5100.000","5100.000","5125.000","384964600","1959541333500"
"5884760","BMRI","2025-04-14","4650.000","4750.000","4650.000","4750.000","4750.000","4760.000","423716000","1994586589000"
"5885896","BMRI","2025-04-15","4800.000","4820.000","4710.000","4710.000","4710.000","4720.000","231012700","1099335651000"
"5886846","BMRI","2025-04-16","4740.000","4750.000","4590.000","4630.000","4620.000","4630.000","201708000","938859795000"
"5887849","BMRI","2025-04-17","4630.000","4660.000","4570.000","4600.000","4590.000","4600.000","165381400","762644974000"
"5889237","BMRI","2025-04-21","4600.000","4640.000","4560.000","4610.000","4600.000","4610.000","83034600","381226010000"
"5890310","BMRI","2025-04-22","4610.000","4720.000","4590.000","4720.000","4720.000","4730.000","126426200","589947080000"
"5891348","BMRI","2025-04-23","4780.000","4900.000","4740.000","4900.000","4900.000","4910.000","273395600","1321745534000"
"5891753","BMRI","2025-04-24","4950.000","5025.000","4860.000","4890.000","4880.000","4890.000","282970000","1400180198000"
"5892940","BMRI","2025-04-25","4960.000","4960.000","4900.000","4900.000","4900.000","4910.000","134208400","662112233000"
"5893953","BMRI","2025-04-28","4950.000","4980.000","4890.000","4920.000","4910.000","4920.000","90697900","446988505000"
"5894908","BMRI","2025-04-29","4930.000","4950.000","4880.000","4940.000","4940.000","4950.000","108857600","535315562000"
"5895545","BMRI","2025-04-30","4900.000","4920.000","4810.000","4890.000","4890.000","4900.000","278360600","1356505047000"
"5897023","BMRI","2025-05-02","4980.000","4980.000","4910.000","4960.000","4950.000","4960.000","146800800","727212841000"
"5897829","BMRI","2025-05-05","4990.000","5100.000","4960.000","4980.000","4980.000","4990.000","154073100","773884874500"
"5898595","BMRI","2025-05-06","5025.000","5050.000","4980.000","4980.000","4980.000","4990.000","120165500","600465739000"
"5899406","BMRI","2025-05-07","5050.000","5050.000","4950.000","4950.000","4950.000","4960.000","100674600","501774346500"
"5900200","BMRI","2025-05-08","4960.000","5025.000","4790.000","4790.000","4790.000","4800.000","205199700","998600341000"
"5901405","BMRI","2025-05-09","4790.000","4830.000","4750.000","4770.000","4770.000","4780.000","164014200","783872992000"
"5902910","BMRI","2025-05-14","4890.000","5050.000","4880.000","5050.000","5050.000","5075.000","342468200","1701305073500"
"5903859","BMRI","2025-05-15","5075.000","5400.000","5050.000","5325.000","5300.000","5325.000","300147300","1576177980000"
"5904779","BMRI","2025-05-16","5425.000","5475.000","5200.000","5475.000","5450.000","5475.000","229382100","1231284250000"
"5905530","BMRI","2025-05-19","5450.000","5575.000","5400.000","5525.000","5500.000","5525.000","191440600","1053253922500"
"5906033","BMRI","2025-05-20","5500.000","5550.000","5350.000","5400.000","5400.000","5425.000","145525700","792347845000"
"5907506","BMRI","2025-05-21","5400.000","5550.000","5375.000","5450.000","5450.000","5475.000","167239400","914094212500"
"5908415","BMRI","2025-05-22","5450.000","5500.000","5400.000","5450.000","5450.000","5475.000","137585600","749880197500"
"5909070","BMRI","2025-05-23","5500.000","5500.000","5375.000","5425.000","5425.000","5450.000","89691600","487035245000"
"5910501","BMRI","2025-05-26","5425.000","5475.000","5300.000","5475.000","5450.000","5475.000","102960800","556040565000"
"5910850","BMRI","2025-05-27","5500.000","5500.000","5400.000","5400.000","5400.000","5425.000","86083800","466706677500"
"5911780","BMRI","2025-05-28","5400.000","5425.000","5300.000","5300.000","5300.000","5325.000","190669100","1016984977500"
"5912679","BMRI","2025-06-02","5200.000","5250.000","5025.000","5075.000","5050.000","5075.000","373474500","1906432167500"
"5913912","BMRI","2025-06-03","5100.000","5125.000","4950.000","5050.000","5050.000","5075.000","169321800","855274518500"
"5914799","BMRI","2025-06-04","5125.000","5125.000","4980.000","5025.000","5000.000","5025.000","139577800","702889584000"
"5916234","BMRI","2025-06-05","5050.000","5075.000","5000.000","5075.000","5050.000","5075.000","69179700","348647652500"
"5917296","BMRI","2025-06-10","5075.000","5250.000","5075.000","5250.000","5225.000","5250.000","158265000","819443582500"
"5917588","BMRI","2025-06-11","5300.000","5300.000","5150.000","5200.000","5200.000","5225.000","90666100","472742667500"
"5918659","BMRI","2025-06-12","5225.000","5225.000","5125.000","5175.000","5175.000","5200.000","72423700","375121560000"
"5919684","BMRI","2025-06-13","5175.000","5250.000","5100.000","5150.000","5150.000","5175.000","128071000","662594245000"
"5920705","BMRI","2025-06-16","5150.000","5200.000","5100.000","5150.000","5150.000","5175.000","61695600","317353712500"
"5921465","BMRI","2025-06-17","5175.000","5225.000","5100.000","5100.000","5100.000","5125.000","70657700","364308455000"
"5922555","BMRI","2025-06-18","5075.000","5100.000","5025.000","5075.000","5075.000","5100.000","53353000","269597270000"
"5923535","BMRI","2025-06-19","5050.000","5050.000","4910.000","4970.000","4960.000","4970.000","114769600","569138963500"
"5924455","BMRI","2025-06-20","4940.000","4990.000","4830.000","4930.000","4930.000","4940.000","301154300","1478508895000"
"5925641","BMRI","2025-06-23","4870.000","4930.000","4800.000","4920.000","4910.000","4920.000","119439200","583607789000"
"5926745","BMRI","2025-06-24","5050.000","5125.000","5025.000","5025.000","5000.000","5025.000","126563900","641149805000"
"5927146","BMRI","2025-06-25","5025.000","5050.000","4880.000","4880.000","4880.000","4890.000","139963400","688658806500"
"5928820","BMRI","2025-06-26","4950.000","5025.000","4910.000","5025.000","5000.000","5025.000","94704500","470351727000"
"5929003","BMRI","2025-06-30","5050.000","5050.000","4880.000","4880.000","4870.000","4880.000","220479900","1085684875500"
"5930007","BMRI","2025-07-01","4900.000","4910.000","4710.000","4750.000","4740.000","4750.000","319907500","1527474729000"
"5931611","BMRI","2025-07-02","4730.000","4770.000","4710.000","4770.000","4760.000","4770.000","159152200","754253028000"
"5932026","BMRI","2025-07-03","4780.000","4850.000","4720.000","4740.000","4740.000","4750.000","103849000","495585842000"
"5933265","BMRI","2025-07-04","4750.000","4790.000","4700.000","4740.000","4730.000","4740.000","104170500","493302420000"
"5934386","BMRI","2025-07-07","4740.000","4750.000","4680.000","4740.000","4740.000","4750.000","120538300","569918118000"
"5935009","BMRI","2025-07-08","4710.000","4750.000","4700.000","4720.000","4720.000","4730.000","132853800","627315558000"
"5935878","BMRI","2025-07-09","4720.000","4760.000","4670.000","4710.000","4710.000","4720.000","110198500","519776600000"
"5937457","BMRI","2025-07-10","4750.000","4830.000","4730.000","4820.000","4820.000","4830.000","160889700","769224841000"
"5938475","BMRI","2025-07-11","4850.000","4990.000","4830.000","4970.000","4960.000","4970.000","219980300","1087170326000"
"5938607","BMRI","2025-07-14","4980.000","4990.000","4670.000","4690.000","4690.000","4700.000","429438700","2034486025000"
"5940222","BMRI","2025-07-15","4700.000","4740.000","4690.000","4700.000","4700.000","4710.000","206958200","973605233000"
"5940768","BMRI","2025-07-16","4730.000","4760.000","4680.000","4690.000","4680.000","4690.000","323831100","1526324492000"
"5942115","BMRI","2025-07-17","4700.000","4720.000","4680.000","4720.000","4720.000","4730.000","120304000","566078359000"
"5943125","BMRI","2025-07-18","4760.000","4810.000","4720.000","4740.000","4730.000","4740.000","161262400","767049951000"
"5943577","BMRI","2025-07-21","4770.000","4770.000","4680.000","4680.000","4680.000","4690.000","103387400","485973992000"
"5944752","BMRI","2025-07-22","4680.000","4710.000","4650.000","4660.000","4660.000","4670.000","132984400","621535536000"
"5945918","BMRI","2025-07-23","4660.000","4690.000","4660.000","4680.000","4670.000","4680.000","115298400","538622576000"
"5947123","BMRI","2025-07-24","4690.000","4840.000","4680.000","4800.000","4790.000","4800.000","273623100","1310550667000"
"5947347","BMRI","2025-07-25","4800.000","4800.000","4690.000","4690.000","4690.000","4700.000","88471700","417437581000"
"5948768","BMRI","2025-07-28","4730.000","4750.000","4690.000","4700.000","4700.000","4710.000","112048900","527757528000"
"5949799","BMRI","2025-07-29","4700.000","4720.000","4690.000","4710.000","4700.000","4710.000","74422700","349844002000"
"5950252","BMRI","2025-07-30","4710.000","4720.000","4620.000","4620.000","4620.000","4630.000","141263400","657444205000"
"5951232","BMRI","2025-07-31","4610.000","4640.000","4510.000","4510.000","4510.000","4520.000","155903600","710057359000"
"5952609","BMRI","2025-08-01","4570.000","4610.000","4510.000","4530.000","4520.000","4530.000","157949900","718697250000"
"5953753","BMRI","2025-08-04","4530.000","4630.000","4510.000","4620.000","4610.000","4620.000","174404800","801434414000"
"5954773","BMRI","2025-08-05","4690.000","4780.000","4660.000","4750.000","4740.000","4750.000","277668300","1314373158000"
"5955048","BMRI","2025-08-06","4750.000","4750.000","4690.000","4700.000","4690.000","4700.000","79277900","373127381000"
"5956182","BMRI","2025-08-07","4740.000","4740.000","4680.000","4680.000","4680.000","4690.000","61453100","288504135000"
"5957221","BMRI","2025-08-08","4680.000","4700.000","4660.000","4670.000","4670.000","4680.000","71516700","334435600000"
"5958441","BMRI","2025-08-11","4710.000","4780.000","4700.000","4720.000","4710.000","4720.000","105204200","496748733000"
"5959559","BMRI","2025-08-12","4770.000","4920.000","4750.000","4910.000","4910.000","4920.000","301599000","1467933082000"
"5959898","BMRI","2025-08-13","4930.000","4970.000","4860.000","4870.000","4870.000","4880.000","180844900","884571323000"
"5960917","BMRI","2025-08-14","4910.000","4930.000","4840.000","4850.000","4850.000","4860.000","109457100","533175359000"
"5962193","BMRI","2025-08-15","4890.000","4930.000","4850.000","4850.000","4850.000","4860.000","126685400","618412438000"
"5962710","BMRI","2025-08-19","4860.000","4870.000","4780.000","4800.000","4790.000","4800.000","116454000","560404310000"
"5964272","BMRI","2025-08-20","4790.000","4950.000","4780.000","4950.000","4940.000","4950.000","144622900","706511813000"
"5964657","BMRI","2025-08-21","4950.000","4950.000","4860.000","4900.000","4890.000","4900.000","132019200","647363983000"
"5965708","BMRI","2025-08-22","4920.000","4920.000","4870.000","4890.000","4880.000","4890.000","73104500","358166866000"
"5966998","BMRI","2025-08-25","4950.000","4980.000","4920.000","4950.000","4940.000","4950.000","149580800","740964956000"
"5967635","BMRI","2025-08-26","4950.000","4950.000","4860.000","4900.000","4880.000","4900.000","308891700","1512508080000"
"5968417","BMRI","2025-08-27","4840.000","4880.000","4800.000","4800.000","4800.000","4810.000","113576300","547824315000"
"5969497","BMRI","2025-08-28","4790.000","4850.000","4770.000","4770.000","4770.000","4780.000","111707400","535106783000"
"5970764","BMRI","2025-08-29","4720.000","4750.000","4660.000","4730.000","4720.000","4730.000","176485100","830187990000"
"5971417","BMRI","2025-09-01","4550.000","4670.000","4460.000","4600.000","4600.000","4610.000","320335300","1467691266000"
"5972228","BMRI","2025-09-02","4610.000","4670.000","4560.000","4570.000","4570.000","4580.000","150045600","691119593000"
"5973731","BMRI","2025-09-03","4620.000","4660.000","4570.000","4620.000","4610.000","4620.000","131617900","607307844000"
"5974828","BMRI","2025-09-04","4630.000","4680.000","4620.000","4680.000","4670.000","4680.000","88735300","413524128000"
"5975088","BMRI","2025-09-08","4750.000","4750.000","4460.000","4490.000","4480.000","4490.000","200234500","916214437000"
"5976073","BMRI","2025-09-09","4450.000","4480.000","4310.000","4310.000","4310.000","4320.000","509366600","2233908661000"
"5977656","BMRI","2025-09-10","4360.000","4420.000","4350.000","4400.000","0.000","0.000","294295600","1289614468000"
"5978582","BMRI","2025-09-11","4480.000","4540.000","4450.000","4480.000","4470.000","4480.000","366697800","1649253834000"
"5979437","BMRI","2025-09-12","4500.000","4550.000","4480.000","4520.000","4510.000","4520.000","216960200","979108996000"
"5980238","BMRI","2025-09-15","4550.000","4640.000","4520.000","4530.000","4530.000","4540.000","231346000","1059225247000"
"5980945","BMRI","2025-09-16","4570.000","4570.000","4460.000","4480.000","4480.000","4490.000","122027400","548798898000"
"5982325","BMRI","2025-09-17","4480.000","4520.000","4440.000","4510.000","4500.000","4510.000","232702500","1042995958000"
"5982823","BMRI","2025-09-18","4540.000","4550.000","4420.000","4420.000","4410.000","4420.000","177560100","792238856000"
"5983873","BMRI","2025-09-19","4350.000","4420.000","4330.000","4380.000","4370.000","4390.000","235975900","1035541765000"
"5985198","BMRI","2025-09-22","4410.000","4420.000","4360.000","4420.000","4410.000","4420.000","107176100","470702005000"
"5985781","BMRI","2025-09-23","4390.000","4430.000","4370.000","4410.000","4400.000","4410.000","90675500","399549762000"
"5986936","BMRI","2025-09-24","4410.000","4430.000","4390.000","4390.000","4390.000","4400.000","85439100","376222176000"
"5987832","BMRI","2025-09-25","4400.000","4410.000","4360.000","4360.000","4360.000","4370.000","73946900","323626731000"
"5989151","BMRI","2025-09-26","4350.000","4430.000","4350.000","4420.000","4410.000","4420.000","86572900","380252249000"
"5989642","BMRI","2025-09-29","4420.000","4430.000","4400.000","4400.000","4400.000","4410.000","63753600","281376770000"
"5990869","BMRI","2025-09-30","4420.000","4450.000","4380.000","4400.000","4390.000","4400.000","108639600","479073276000"
"5991647","BMRI","2025-10-01","4360.000","4400.000","4350.000","4380.000","4370.000","4380.000","92265100","403541681000"
"5992558","BMRI","2025-10-02","4410.000","4440.000","4360.000","4360.000","4360.000","4370.000","93387400","409943235000"
"5993472","BMRI","2025-10-03","4370.000","4380.000","4300.000","4310.000","4310.000","4320.000","102459100","442784380000"
